,Thrust,Power,Time
0,-2.9017352062510327e-05,0.0011954119272366281,1.9000144675374031e-06
1,-2.6674346372601576e-05,0.001056571358889563,0.022157699975650758
2,0.11824764311313629,3.7174891190701373,0.0446345999953337
3,0.32151541113853455,9.04374528349058,0.06645639997441322
4,0.4959810674190521,13.539218288097459,0.0885116999852471
5,0.6530843377113342,17.457449614641973,0.11036869999952614
6,0.8579164743423462,22.732771363871507,0.13222019997192547
7,0.9957926273345947,26.44962049755577,0.15467570000328124
8,1.0948718786239624,29.284751890413872,0.17670579999685287
9,1.1902427673339844,31.885943324422442,0.19928950001485646
10,1.294142246246338,34.10233717515439,0.22192209999775514
11,1.3113584518432617,33.78922520571905,0.24497999995946884
12,1.2901631593704224,32.62670269056434,0.26724919996922836
13,1.2735753059387207,31.39500599997723,0.2899380999733694
14,1.2505221366882324,30.592034682318854,0.31216450000647455
15,1.2480745315551758,29.70814485391702,0.33430639997823164
16,1.2666116952896118,30.201319124425936,0.356560799991712
17,1.2821124792099,30.079933642028664,0.3785879999632016
18,1.2901017665863037,30.200474492783087,0.4008726999745704
19,1.2793926000595093,29.12774920286074,0.4236095999949612
20,1.288815975189209,29.125740717339795,0.4462340999743901
21,1.2964142560958862,29.295982645007598,0.4684397999662906
22,1.2916088104248047,28.973091955775317,0.4908737000077963
23,1.2918421030044556,28.70680206233783,0.5129673999617808
24,1.288928747177124,28.26400671396891,0.5352651000139304
25,1.2841743230819702,27.998219523181888,0.5578300000051968
26,1.2781559228897095,27.495667743594367,0.5804898999631405
27,1.2988663911819458,28.243850063701984,0.6026294999755919
28,1.3245482444763184,28.86777416395853,0.6253632999723777
29,1.326204538345337,28.935471615250208,0.6474776999675669
30,1.3253467082977295,29.047501370916507,0.6697375999647193
31,1.3200452327728271,28.669636351673034,0.6920479999971576
32,1.3163068294525146,28.57611042491658,0.7148237999645062
33,1.3067829608917236,28.10725298321472,0.737233699997887
34,1.3097783327102661,28.070367458174132,0.7593667999608442
35,1.3081083297729492,28.268240944658373,0.7814733000122942
36,1.3263624906539917,28.64334899870869,0.8038750999839976
37,1.3335931301116943,28.649831692899852,0.82652349997079
38,1.3310630321502686,28.609135028392984,0.8489494000095874
39,1.3320335149765015,28.55231030747143,0.8716468999627978
40,1.3393737077713013,28.782417441476355,0.894186899997294
41,1.3423622846603394,29.08053538646527,0.9164791000075638
42,1.3556342124938965,29.34749213200348,0.939124799973797
43,1.3564345836639404,29.46892574954245,0.961488000000827
44,1.3526049852371216,29.421537572775378,0.9837240999913774
45,1.3469229936599731,29.151215874006084,1.0060231999959797
46,1.3402472734451294,28.739717737139017,1.0280513999750838
47,1.3485084772109985,29.228443085974504,1.050374999991618
48,1.3596761226654053,29.636384515694317,1.073013599961996
49,1.3670973777770996,29.68277236479298,1.0953610999858938
50,1.3656809329986572,29.92070132505387,1.117375899979379
51,1.3765548467636108,30.34723771109725,1.1398438999895006
52,1.381798505783081,30.37722422057641,1.1619806999806315
53,1.3793481588363647,30.13678963336588,1.1838483999599703
54,1.3684364557266235,30.01919536351852,1.2067068999749608
55,1.366542935371399,30.03414177943705,1.2286301999702118
56,1.3739550113677979,30.234879901945533,1.2507051000138745
57,1.3785964250564575,30.37168127563632,1.2732085000025108
58,1.3762050867080688,30.221857276588707,1.2954927000100724
59,1.3777143955230713,30.34806009292538,1.31776159995934
60,1.3850064277648926,30.738057110997943,1.340312200016342
61,1.399991512298584,31.02083154049251,1.3623878000071272
62,1.3932814598083496,30.679542855668842,1.3843718999996781
63,1.3772058486938477,30.354817910629208,1.406816600007005
64,1.3659558296203613,30.015717373709776,1.4289935000124387
65,1.3728770017623901,30.016693101261353,1.4515222999616526
66,1.3938510417938232,30.93361456093203,1.4738226999761537
67,1.4226665496826172,32.051273626165994,1.496296999976039
68,1.4191862344741821,31.778018480770697,1.5185339999734424
69,1.411392331123352,31.477729113339592,1.5410717999911867
70,1.3938899040222168,30.94416249899018,1.5629886999959126
71,1.3710840940475464,29.887772260912016,1.5859873999725096
72,1.3662444353103638,29.7048242145911,1.6085678999661468
73,1.355128526687622,29.598286611500498,1.6305417999974452
74,1.3885760307312012,30.480253283977618,1.6524522000108846
75,1.421966791152954,31.97717086016837,1.6750638000085019
76,1.4327913522720337,32.34118975087654,1.6971479000058025
77,1.4286953210830688,32.208472592947146,1.7199613999691792
78,1.4072102308273315,31.657528908343693,1.742411799961701
79,1.3939955234527588,31.06881990490001,1.7648469000123441
80,1.3877551555633545,30.589374021198182,1.7868429999798536
81,1.3881937265396118,30.746996669862256,1.8093111999914981
